,Action Betw,resource,satisfied demand,mean rem demand,actual rem demand,collected debris,satisfied demand,period,exponential period,degree
"(141, 5)",20.0,3.0,4.0,0,0.0,2.5,5.0,6.0,0.301194211912,0.0
"(141, 6)",20.0,1.0,4.0,0,0.0,2.5,5.0,4.0,0.449328964117,0.0
"(144, 0)",10.0,0.5,1.0,0,0.0,8.5,5.0,9.0,0.165298888222,0.0
"(144, 1)",10.0,1.5,1.0,0,0.0,8.5,5.0,10.0,0.135335283237,0.0
"(144, 4)",20.0,1.0,0.0,3,1.0,8.5,5.0,10.0,0.135335283237,0.0
"(145, 0)",10.0,0.5,1.0,0,0.0,9.5,5.0,10.0,0.135335283237,0.0
"(145, 1)",10.0,1.5,1.0,0,0.0,9.5,5.0,11.0,0.110803158362,0.0
"(148, 0)",10.0,0.5,1.0,0,0.0,6.0,5.0,7.0,0.246596963942,0.0
"(148, 1)",10.0,1.5,1.0,0,0.0,6.0,5.0,8.0,0.201896517995,0.0
"(148, 3)",20.0,0.5,0.0,3,1.0,6.0,5.0,7.0,0.246596963942,0.0
"(148, 5)",20.0,3.0,0.0,3,1.0,6.0,5.0,9.0,0.165298888222,0.0
"(149, 0)",10.0,0.5,1.0,0,0.0,6.5,5.0,7.0,0.246596963942,0.0
"(149, 1)",10.0,1.5,1.0,0,0.0,6.5,5.0,8.0,0.201896517995,0.0
"(149, 5)",20.0,3.0,0.0,3,1.0,6.5,5.0,10.0,0.135335283237,0.0
"(151, 0)",0.0,0.5,0.0,3,3.0,5.5,5.0,6.0,0.301194211912,0.0
"(151, 3)",15.0,0.5,0.0,3,4.0,5.5,5.0,6.0,0.301194211912,0.75
"(151, 4)",15.0,1.0,0.0,3,2.0,5.5,5.0,7.0,0.246596963942,0.75
"(151, 5)",0.0,3.0,0.0,3,3.0,5.5,5.0,9.0,0.165298888222,0.0
"(151, 6)",15.0,1.0,3.0,0,0.0,6.5,5.0,8.0,0.201896517995,0.0
"(152, 0)",40.0,0.5,0.0,3,4.0,6.0,5.0,7.0,0.246596963942,0.0
"(152, 4)",40.0,1.0,0.0,3,4.0,6.0,5.0,7.0,0.246596963942,0.0
"(152, 5)",20.0,3.0,4.0,0,0.0,6.0,5.0,9.0,0.165298888222,0.0
"(152, 6)",20.0,1.0,4.0,0,0.0,6.0,5.0,7.0,0.246596963942,0.0
"(153, 0)",40.0,0.5,0.0,3,4.0,7.0,5.0,8.0,0.201896517995,0.0
"(153, 3)",40.0,0.5,0.0,3,4.0,7.0,5.0,8.0,0.201896517995,0.0
"(153, 5)",20.0,3.0,4.0,0,0.0,7.0,5.0,10.0,0.135335283237,0.0
"(153, 6)",20.0,1.0,4.0,0,0.0,7.0,5.0,8.0,0.201896517995,0.0
"(155, 1)",30.0,1.5,0.0,3,3.0,5.0,5.0,7.0,0.246596963942,0.0
"(155, 4)",30.0,1.0,0.0,3,3.0,5.0,5.0,6.0,0.301194211912,0.0
"(155, 5)",15.0,3.0,3.0,0,0.0,5.0,5.0,8.0,0.201896517995,0.0
"(155, 6)",15.0,1.0,3.0,0,0.0,5.0,5.0,6.0,0.301194211912,0.0
"(157, 0)",5.0,0.5,0.0,3,1.0,5.0,5.0,6.0,0.301194211912,0.75
"(157, 1)",0.0,1.5,1.0,0,0.0,5.0,5.0,7.0,0.246596963942,0.0
"(157, 2)",5.0,4.0,0.0,3,1.0,5.0,5.0,9.0,0.165298888222,0.75
"(157, 3)",5.0,0.5,0.0,3,1.0,5.0,5.0,6.0,0.301194211912,0.75
"(158, 0)",7.5,0.5,0.0,3,3.0,4.5,5.0,5.0,0.367879441171,0.75
"(158, 2)",7.5,4.0,0.0,3,3.0,4.5,5.0,9.0,0.165298888222,0.75
"(158, 4)",7.5,1.0,3.0,0,0.0,4.5,5.0,6.0,0.301194211912,0.75
"(158, 6)",7.5,1.0,4.0,0,0.0,4.5,5.0,6.0,0.301194211912,0.75
"(162, 1)",21.0,1.5,4.0,0,0.0,2.0,3.0,4.0,0.449328964117,1.0
"(162, 2)",21.0,4.0,2.0,0,0.0,2.0,3.0,6.0,0.301194211912,1.0
"(162, 4)",21.0,1.0,3.0,0,0.0,2.0,3.0,3.0,0.548811636094,1.0
"(162, 5)",21.0,3.0,4.0,0,0.0,2.0,3.0,5.0,0.367879441171,1.0
"(164, 1)",0.0,1.5,0.0,3,3.0,3.5,4.0,5.0,0.367879441171,0.0
"(164, 2)",0.0,4.0,0.0,3,3.0,3.5,4.0,8.0,0.201896517995,0.0
"(164, 3)",33.0,0.5,2.0,0,0.0,3.5,4.0,4.0,0.449328964117,0.75
"(164, 4)",33.0,1.0,1.0,0,0.0,3.5,4.0,5.0,0.367879441171,0.75
"(164, 6)",33.0,1.0,1.0,3,3.0,3.5,4.0,5.0,0.367879441171,0.75
"(165, 2)",0.0,4.0,0.0,3,3.0,5.0,4.0,9.0,0.165298888222,0.0
"(165, 3)",36.0,0.5,2.0,0,0.0,5.0,4.0,6.0,0.301194211912,0.75
"(165, 4)",36.0,1.0,2.0,0,0.0,5.0,4.0,6.0,0.301194211912,0.75
"(165, 6)",36.0,1.0,2.0,0,0.0,5.0,4.0,6.0,0.301194211912,0.75
"(169, 0)",50.0,0.5,0.0,3,5.0,6.5,5.0,7.0,0.246596963942,0.0
"(169, 3)",50.0,0.5,0.0,3,5.0,6.5,5.0,7.0,0.246596963942,0.0
"(169, 5)",25.0,3.0,5.0,0,0.0,7.5,5.0,11.0,0.110803158362,0.0
"(169, 6)",25.0,1.0,5.0,0,0.0,6.5,5.0,8.0,0.201896517995,0.0
"(177, 2)",0.0,4.0,0.0,3,3.0,5.0,3.0,9.0,0.165298888222,0.0
"(177, 3)",42.0,0.5,2.0,0,0.0,5.0,3.0,6.0,0.301194211912,0.75
"(177, 4)",42.0,1.0,3.0,0,0.0,5.0,3.0,6.0,0.301194211912,0.75
"(177, 6)",42.0,1.0,2.0,0,0.0,5.0,3.0,6.0,0.301194211912,0.75
"(180, 0)",0.0,0.5,0.0,3,3.0,8.5,5.0,9.0,0.165298888222,0.0
"(180, 3)",30.0,0.5,4.0,0,0.0,8.5,5.0,9.0,0.165298888222,0.75
"(180, 4)",30.0,1.0,4.0,0,0.0,8.5,5.0,10.0,0.135335283237,0.75
"(180, 6)",30.0,1.0,3.0,0,0.0,8.5,5.0,10.0,0.135335283237,0.75
"(182, 0)",10.0,0.5,1.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0
"(182, 1)",10.0,1.5,1.0,0,0.0,4.5,5.0,6.0,0.301194211912,0.0
"(182, 2)",10.0,4.0,1.0,0,0.0,4.5,5.0,9.0,0.165298888222,0.0
"(182, 3)",10.0,0.5,1.0,0,0.0,4.5,5.0,5.0,0.367879441171,0.0
"(182, 4)",20.0,1.0,0.0,3,1.0,4.5,5.0,6.0,0.301194211912,0.0
"(191, 0)",20.0,0.5,2.0,0,0.0,8.5,5.0,9.0,0.165298888222,0.0
"(191, 1)",20.0,1.5,2.0,0,0.0,8.5,5.0,10.0,0.135335283237,0.0
"(191, 4)",40.0,1.0,0.0,3,2.0,8.5,5.0,10.0,0.135335283237,0.0
"(194, 1)",30.0,1.5,0.0,3,3.0,2.0,5.0,4.0,0.449328964117,0.0
"(194, 2)",30.0,4.0,0.0,3,3.0,2.0,5.0,6.0,0.301194211912,0.0
"(194, 5)",15.0,3.0,3.0,0,0.0,2.0,5.0,5.0,0.367879441171,0.0
"(194, 6)",15.0,1.0,3.0,0,0.0,2.0,5.0,3.0,0.548811636094,0.0
"(196, 1)",13.5,1.5,2.0,3,2.0,1.0,3.0,3.0,0.548811636094,1.0
"(196, 2)",13.5,4.0,2.0,3,1.0,1.0,3.0,5.0,0.367879441171,1.0
"(196, 4)",13.5,1.0,2.0,0,0.0,1.0,3.0,2.0,0.670320046036,1.0
"(196, 5)",6.0,3.0,4.0,0,0.0,1.0,3.0,4.0,0.449328964117,1.0
"(196, 6)",7.5,1.0,0.0,3,3.0,1.0,3.0,2.0,0.670320046036,0.0
"(197, 1)",10.0,1.5,0.0,3,1.0,5.0,5.0,7.0,0.246596963942,0.0
"(197, 4)",10.0,1.0,0.0,3,1.0,5.0,5.0,6.0,0.301194211912,0.0
"(197, 5)",5.0,3.0,1.0,0,0.0,5.0,5.0,8.0,0.201896517995,0.0
"(197, 6)",5.0,1.0,1.0,0,0.0,5.0,5.0,6.0,0.301194211912,0.0
"(199, 0)",30.0,0.5,0.0,3,3.0,3.0,5.0,4.0,0.449328964117,0.0
"(199, 2)",30.0,4.0,0.0,3,3.0,3.0,5.0,7.0,0.246596963942,0.0
"(199, 3)",30.0,0.5,0.0,3,3.0,3.0,5.0,4.0,0.449328964117,0.0
"(199, 5)",15.0,3.0,3.0,0,0.0,3.0,5.0,6.0,0.301194211912,0.0
"(199, 6)",15.0,1.0,3.0,0,0.0,3.0,5.0,4.0,0.449328964117,0.0
"(200, 0)",15.0,0.5,0.0,3,3.0,2.5,5.0,3.0,0.548811636094,0.75
"(200, 2)",30.0,4.0,0.0,3,3.0,3.5,5.0,8.0,0.201896517995,0.0
"(200, 3)",15.0,0.5,0.0,3,3.0,2.5,5.0,3.0,0.548811636094,0.75
"(200, 5)",15.0,3.0,3.0,0,0.0,3.5,5.0,7.0,0.246596963942,0.0
"(200, 6)",15.0,1.0,3.0,0,0.0,3.5,5.0,5.0,0.367879441171,0.0
"(203, 0)",30.0,0.5,0.0,3,3.0,6.5,5.0,7.0,0.246596963942,0.0
"(203, 3)",30.0,0.5,0.0,3,3.0,6.5,5.0,7.0,0.246596963942,0.0
"(203, 5)",15.0,3.0,3.0,0,0.0,7.5,5.0,11.0,0.110803158362,0.0
"(203, 6)",15.0,1.0,3.0,0,0.0,7.5,5.0,9.0,0.165298888222,0.0
"(205, 0)",50.0,0.5,0.0,3,5.0,3.0,5.0,4.0,0.449328964117,0.0
"(205, 2)",50.0,4.0,0.0,3,5.0,3.0,5.0,7.0,0.246596963942,0.0
"(205, 3)",50.0,0.5,0.0,3,5.0,3.0,5.0,4.0,0.449328964117,0.0
"(205, 5)",25.0,3.0,5.0,0,0.0,3.0,5.0,6.0,0.301194211912,0.0
"(205, 6)",25.0,1.0,5.0,0,0.0,3.0,5.0,4.0,0.449328964117,0.0
"(206, 0)",50.0,0.5,0.0,3,5.0,7.0,5.0,8.0,0.201896517995,0.0
"(206, 3)",50.0,0.5,0.0,3,5.0,7.0,5.0,8.0,0.201896517995,0.0
"(206, 5)",25.0,3.0,5.0,0,0.0,7.0,5.0,10.0,0.135335283237,0.0
"(206, 6)",25.0,1.0,5.0,0,0.0,7.0,5.0,8.0,0.201896517995,0.0
"(213, 1)",30.0,1.5,0.0,3,3.0,6.0,5.0,8.0,0.201896517995,0.0
"(213, 5)",15.0,3.0,3.0,0,0.0,6.0,5.0,9.0,0.165298888222,0.0
"(213, 6)",15.0,1.0,3.0,0,0.0,6.0,5.0,7.0,0.246596963942,0.0
"(214, 2)",20.0,4.0,0.0,3,2.0,2.5,5.0,7.0,0.246596963942,0.0
"(214, 4)",20.0,1.0,0.0,3,2.0,2.5,5.0,4.0,0.449328964117,0.0
"(214, 5)",10.0,3.0,2.0,0,0.0,2.5,5.0,6.0,0.301194211912,0.0
"(214, 6)",10.0,1.0,2.0,0,0.0,2.5,5.0,4.0,0.449328964117,0.0
"(215, 0)",20.0,0.5,2.0,0,0.0,6.0,5.0,7.0,0.246596963942,0.0
"(215, 1)",20.0,1.5,2.0,0,0.0,6.0,5.0,8.0,0.201896517995,0.0
"(215, 3)",40.0,0.5,0.0,3,2.0,6.0,5.0,7.0,0.246596963942,0.0
"(215, 5)",40.0,3.0,0.0,3,2.0,6.0,5.0,9.0,0.165298888222,0.0
"(217, 0)",5.0,0.5,0.0,3,1.0,4.0,5.0,5.0,0.367879441171,0.75
"(217, 1)",0.0,1.5,1.0,0,0.0,4.0,5.0,6.0,0.301194211912,0.0
"(217, 2)",5.0,4.0,0.0,3,1.0,4.0,5.0,8.0,0.201896517995,0.75
"(217, 3)",5.0,0.5,0.0,3,1.0,4.0,5.0,5.0,0.367879441171,0.75
"(217, 4)",0.0,1.0,0.0,3,1.0,4.0,5.0,5.0,0.367879441171,0.0
"(218, 0)",10.0,0.5,1.0,0,0.0,8.0,5.0,9.0,0.165298888222,0.0
"(218, 1)",10.0,1.5,1.0,0,0.0,8.0,5.0,10.0,0.135335283237,0.0
"(218, 3)",20.0,0.5,0.0,3,1.0,8.0,5.0,9.0,0.165298888222,0.0
"(218, 4)",20.0,1.0,0.0,3,1.0,8.0,5.0,9.0,0.165298888222,0.0
"(219, 0)",20.0,0.5,2.0,0,0.0,8.0,5.0,9.0,0.165298888222,0.0
"(219, 1)",20.0,1.5,2.0,0,0.0,8.0,5.0,10.0,0.135335283237,0.0
"(219, 3)",40.0,0.5,0.0,3,2.0,8.0,5.0,9.0,0.165298888222,0.0
"(219, 4)",40.0,1.0,0.0,3,2.0,8.0,5.0,9.0,0.165298888222,0.0
"(222, 4)",40.0,1.0,0.0,3,4.0,6.5,5.0,8.0,0.201896517995,0.0
"(222, 5)",20.0,3.0,4.0,0,0.0,6.5,5.0,10.0,0.135335283237,0.0
"(222, 6)",20.0,1.0,4.0,0,0.0,6.5,5.0,8.0,0.201896517995,0.0
"(224, 1)",50.0,1.5,0.0,3,5.0,5.0,5.0,7.0,0.246596963942,0.0
"(224, 4)",50.0,1.0,0.0,3,5.0,5.0,5.0,6.0,0.301194211912,0.0
"(224, 5)",25.0,3.0,5.0,0,0.0,5.0,5.0,8.0,0.201896517995,0.0
"(224, 6)",25.0,1.0,5.0,0,0.0,5.0,5.0,6.0,0.301194211912,0.0
"(225, 4)",50.0,1.0,0.0,3,5.0,6.5,5.0,8.0,0.201896517995,0.0
"(225, 5)",25.0,3.0,5.0,0,0.0,6.5,5.0,10.0,0.135335283237,0.0
"(225, 6)",25.0,1.0,5.0,0,0.0,6.5,5.0,8.0,0.201896517995,0.0
"(228, 0)",10.0,0.5,1.0,0,0.0,9.0,5.0,10.0,0.135335283237,0.0
"(228, 1)",10.0,1.5,1.0,0,0.0,9.0,5.0,11.0,0.110803158362,0.0
"(228, 3)",20.0,0.5,0.0,3,1.0,9.0,5.0,10.0,0.135335283237,0.0
"(229, 1)",10.0,1.5,0.0,3,1.0,5.5,5.0,7.0,0.246596963942,0.0
"(229, 3)",10.0,0.5,0.0,3,1.0,5.5,5.0,6.0,0.301194211912,0.0
"(229, 5)",5.0,3.0,1.0,0,0.0,5.5,5.0,9.0,0.165298888222,0.0
"(229, 6)",5.0,1.0,1.0,0,0.0,5.5,5.0,7.0,0.246596963942,0.0
"(232, 1)",20.0,1.5,0.0,3,2.0,5.0,5.0,7.0,0.246596963942,0.0
"(232, 4)",20.0,1.0,0.0,3,2.0,5.0,5.0,6.0,0.301194211912,0.0
"(232, 5)",10.0,3.0,2.0,0,0.0,5.0,5.0,8.0,0.201896517995,0.0
"(232, 6)",10.0,1.0,2.0,0,0.0,5.0,5.0,6.0,0.301194211912,0.0
"(238, 1)",30.0,1.5,0.0,3,3.0,6.0,5.0,8.0,0.201896517995,0.0
"(238, 5)",15.0,3.0,3.0,0,0.0,6.0,5.0,9.0,0.165298888222,0.0
"(238, 6)",15.0,1.0,3.0,0,0.0,6.0,5.0,7.0,0.246596963942,0.0
"(239, 1)",0.0,1.5,0.0,3,3.0,7.5,5.0,9.0,0.165298888222,0.0
"(239, 3)",30.0,0.5,3.0,0,0.0,7.5,5.0,8.0,0.201896517995,0.75
"(239, 4)",30.0,1.0,1.0,0,0.0,7.5,5.0,9.0,0.165298888222,0.75
"(239, 6)",30.0,1.0,2.0,0,0.0,7.5,5.0,9.0,0.165298888222,0.75
"(248, 0)",20.0,0.5,2.0,0,0.0,9.0,5.0,10.0,0.135335283237,0.0
"(248, 1)",20.0,1.5,2.0,0,0.0,9.0,5.0,11.0,0.110803158362,0.0
"(248, 3)",40.0,0.5,0.0,3,2.0,9.0,5.0,10.0,0.135335283237,0.0
"(252, 1)",16.5,1.5,3.0,3,1.0,1.0,2.0,3.0,0.548811636094,1.0
"(252, 2)",16.5,4.0,3.0,3,1.0,1.0,2.0,5.0,0.367879441171,1.0
"(252, 4)",16.5,1.0,2.0,0,0.0,1.0,2.0,2.0,0.670320046036,1.0
"(252, 5)",9.0,3.0,2.0,0,0.0,1.0,2.0,4.0,0.449328964117,1.0
"(252, 6)",7.5,1.0,0.0,3,3.0,1.0,2.0,2.0,0.670320046036,0.0
"(255, 3)",27.0,0.5,2.0,0,0.0,6.0,3.0,7.0,0.246596963942,0.75
"(255, 4)",27.0,1.0,2.0,3,1.0,6.0,3.0,7.0,0.246596963942,0.75
"(255, 5)",0.0,3.0,0.0,3,3.0,6.0,3.0,9.0,0.165298888222,0.0
"(255, 6)",27.0,1.0,4.0,0,0.0,6.0,3.0,7.0,0.246596963942,0.75
"(257, 1)",50.0,1.5,0.0,3,5.0,6.0,5.0,8.0,0.201896517995,0.0
"(257, 5)",25.0,3.0,5.0,0,0.0,6.0,5.0,9.0,0.165298888222,0.0
"(257, 6)",25.0,1.0,5.0,0,0.0,6.0,5.0,7.0,0.246596963942,0.0
"(264, 4)",10.0,1.0,0.0,3,1.0,6.5,5.0,8.0,0.201896517995,0.0
"(264, 5)",5.0,3.0,1.0,0,0.0,6.5,5.0,10.0,0.135335283237,0.0
"(264, 6)",5.0,1.0,1.0,0,0.0,6.5,5.0,8.0,0.201896517995,0.0
"(267, 1)",20.0,1.5,0.0,3,2.0,2.0,5.0,4.0,0.449328964117,0.0
"(267, 2)",20.0,4.0,0.0,3,2.0,2.0,5.0,6.0,0.301194211912,0.0
"(267, 5)",10.0,3.0,2.0,0,0.0,2.0,5.0,5.0,0.367879441171,0.0
"(267, 6)",10.0,1.0,2.0,0,0.0,2.0,5.0,3.0,0.548811636094,0.0
"(269, 0)",10.0,0.5,0.0,3,1.0,7.0,5.0,8.0,0.201896517995,0.0
"(269, 3)",10.0,0.5,0.0,3,1.0,7.0,5.0,8.0,0.201896517995,0.0
"(269, 5)",5.0,3.0,1.0,0,0.0,7.0,5.0,10.0,0.135335283237,0.0
"(269, 6)",5.0,1.0,1.0,0,0.0,7.0,5.0,8.0,0.201896517995,0.0
"(273, 4)",20.0,1.0,0.0,3,2.0,6.5,5.0,8.0,0.201896517995,0.0
"(273, 5)",10.0,3.0,2.0,0,0.0,6.5,5.0,10.0,0.135335283237,0.0
"(273, 6)",10.0,1.0,2.0,0,0.0,6.5,5.0,8.0,0.201896517995,0.0
"(274, 5)",10.0,3.0,2.0,0,0.0,7.5,5.0,11.0,0.110803158362,0.0
"(274, 6)",10.0,1.0,2.0,0,0.0,7.5,5.0,9.0,0.165298888222,0.0
"(277, 1)",24.0,1.5,3.0,0,0.0,2.0,2.0,4.0,0.449328964117,1.0
"(277, 2)",24.0,4.0,3.0,0,0.0,2.0,2.0,6.0,0.301194211912,1.0
"(277, 4)",24.0,1.0,2.0,0,0.0,2.0,2.0,3.0,0.548811636094,1.0
"(277, 5)",24.0,3.0,4.0,0,0.0,2.0,2.0,5.0,0.367879441171,1.0
"(280, 0)",0.0,0.5,0.0,3,3.0,1.0,1.0,2.0,0.670320046036,0.75
"(280, 1)",22.0,1.5,4.0,0,0.0,1.0,1.0,3.0,0.548811636094,1.0
"(280, 3)",0.0,0.5,0.0,3,3.0,1.0,1.0,2.0,0.670320046036,0.75
"(280, 4)",22.0,1.0,2.0,0,0.0,1.0,1.0,2.0,0.670320046036,1.0
"(280, 5)",22.0,3.0,3.0,0,0.0,1.0,1.0,4.0,0.449328964117,1.0
"(281, 0)",5.0,0.5,0.0,3,3.0,1.5,1.0,2.0,0.670320046036,0.0
"(281, 1)",17.0,1.5,3.0,0,0.0,1.5,1.0,3.0,0.548811636094,1.0
"(281, 2)",22.0,4.0,3.0,0,0.0,1.5,1.0,6.0,0.301194211912,1.0
"(281, 3)",5.0,0.5,0.0,3,3.0,1.5,1.0,2.0,0.670320046036,0.0
"(281, 4)",22.0,1.0,2.0,0,0.0,1.5,1.0,3.0,0.548811636094,1.0
"(281, 5)",22.0,3.0,4.0,0,0.0,1.5,1.0,5.0,0.367879441171,1.0
"(284, 0)",20.0,0.5,0.0,3,2.0,7.0,5.0,8.0,0.201896517995,0.0
"(284, 3)",20.0,0.5,0.0,3,2.0,7.0,5.0,8.0,0.201896517995,0.0
"(284, 5)",10.0,3.0,2.0,0,0.0,7.0,5.0,10.0,0.135335283237,0.0
"(284, 6)",10.0,1.0,2.0,0,0.0,7.0,5.0,8.0,0.201896517995,0.0
"(285, 0)",15.0,0.5,0.0,3,3.0,3.0,4.0,4.0,0.449328964117,0.75
"(285, 1)",0.0,1.5,0.0,3,3.0,3.0,4.0,5.0,0.367879441171,0.0
"(285, 2)",15.0,4.0,0.0,3,3.0,3.0,4.0,7.0,0.246596963942,0.75
"(285, 4)",3.0,1.0,1.0,3,2.0,3.0,4.0,4.0,0.449328964117,0.75
"(285, 6)",3.0,1.0,1.0,3,2.0,3.0,4.0,4.0,0.449328964117,0.75
"(286, 1)",0.0,1.5,0.0,3,3.0,7.5,4.0,9.0,0.165298888222,0.0
"(286, 3)",36.0,0.5,3.0,0,0.0,7.5,4.0,8.0,0.201896517995,0.75
"(286, 4)",36.0,1.0,3.0,0,0.0,7.5,4.0,9.0,0.165298888222,0.75
"(286, 6)",36.0,1.0,3.0,0,0.0,7.5,4.0,9.0,0.165298888222,0.75
"(288, 0)",20.0,0.5,2.0,0,0.0,2.5,5.0,3.0,0.548811636094,0.0
"(288, 1)",20.0,1.5,2.0,0,0.0,2.5,5.0,4.0,0.449328964117,0.0
"(288, 2)",40.0,4.0,0.0,3,2.0,2.5,5.0,7.0,0.246596963942,0.0
"(288, 3)",20.0,0.5,2.0,0,0.0,2.5,5.0,3.0,0.548811636094,0.0
"(288, 5)",40.0,3.0,0.0,3,2.0,2.5,5.0,6.0,0.301194211912,0.0
"(290, 0)",10.0,0.5,1.0,0,0.0,5.5,5.0,6.0,0.301194211912,0.0
"(290, 1)",10.0,1.5,1.0,0,0.0,5.5,5.0,7.0,0.246596963942,0.0
"(290, 4)",20.0,1.0,0.0,3,1.0,5.5,5.0,7.0,0.246596963942,0.0
"(290, 5)",20.0,3.0,0.0,3,1.0,5.5,5.0,9.0,0.165298888222,0.0
"(295, 1)",20.0,1.5,0.0,3,2.0,6.0,5.0,8.0,0.201896517995,0.0
"(295, 5)",10.0,3.0,2.0,0,0.0,6.0,5.0,9.0,0.165298888222,0.0
"(295, 6)",10.0,1.0,2.0,0,0.0,6.0,5.0,7.0,0.246596963942,0.0
"(297, 1)",18.0,1.5,3.0,0,0.0,2.0,4.0,4.0,0.449328964117,1.0
"(297, 2)",18.0,4.0,2.0,0,0.0,2.0,4.0,6.0,0.301194211912,1.0
"(297, 4)",18.0,1.0,3.0,0,0.0,2.0,4.0,3.0,0.548811636094,1.0
"(297, 5)",18.0,3.0,2.0,0,0.0,2.0,4.0,5.0,0.367879441171,1.0
"(301, 2)",30.0,4.0,0.0,3,3.0,3.5,5.0,8.0,0.201896517995,0.0
"(301, 5)",15.0,3.0,3.0,0,0.0,3.5,5.0,7.0,0.246596963942,0.0
"(301, 6)",15.0,1.0,3.0,0,0.0,3.5,5.0,5.0,0.367879441171,0.0
"(302, 5)",15.0,3.0,3.0,0,0.0,7.5,5.0,11.0,0.110803158362,0.0
"(302, 6)",15.0,1.0,3.0,0,0.0,7.5,5.0,9.0,0.165298888222,0.0
"(307, 0)",40.0,0.5,0.0,3,4.0,6.5,5.0,7.0,0.246596963942,0.0
